"beta_0","beta_1","beta_2","lambda"
"370",6.25865169460593,0.540759460081013,5.1771459283469,0.0149353418640891
"371",5.38848771194841,1.26624133210492,7.20213388951343,0.0149353418640891
"372",8.53429462808676,1.24953417301701,-4.14730375461452,0.0747002617866043
"373",5.75123588379228,1.29165616205154,5.43013915457999,0.0149353418640891
"374",8.28624142000231,1.21483964680673,-4.28582854722602,0.0747002617866043
"375",4.91997938820077,0.714648303058149,7.95700456495427,0.0149353418640891
"376",5.82470148035272,0.253849137378288,5.67450156572937,0.0149353418640891
"377",5.2392999961399,0.804716799977808,6.844548865584,0.0149353418640891
"378",4.42931062656271,1.31588668267399,8.71205779714339,0.0149353418640891
"379",4.31478257491972,0.94934360190347,9.32493551239986,0.0149353418640891
"380",4.46010360005472,1.00577289034343,9.03248375137741,0.0149353418640891
"381",7.86544329745184,-4.01460945985033,0.771553320942822,0.0747002617866043
"382",7.82426801856201,-3.63696612798927,0.0590101912834907,0.0747002617866043
"383",8.35409510369417,-2.64258494823699,0.00147029893324761,0.0291518069227628
"384",8.27667237126552,-0.0609997793889407,-3.86794385447259,0.0747002617866043
"385",8.34646092796427,0.772225598423936,-4.48779169123162,0.0747002617866043
"386",8.36569400521835,1.15577836389232,-4.79286166206896,0.0747002617866043
"387",8.40303020163036,0.90390797458595,-4.12809247989789,0.0747002617866043
"388",8.42782215311942,0.547963814357233,-3.42068678475712,0.0747002617866043
"389",8.54892398591484,0.864591337447925,-3.85287123155,0.0747002617866043
"390",8.56506370522371,1.63792079087032,-4.81066320279786,0.0747002617866043
"391",8.31840405930253,-0.149797347892231,-2.78571681359099,0.0747002617866043
"392",8.28750275273222,-0.311605522283512,-2.91550876493549,0.0747002617866043
"393",8.3198228217053,1.93549874883182,-5.58958941449758,0.0747002617866043
"394",8.26814721035551,1.14737197125513,-4.61458523968431,0.0747002617866043
"395",8.48046641517926,-1.64605120340592,0.000460978244804416,0.0207228249260674
"396",8.28708660670279,-2.86416747688976,1.68768649807395,0.0747002617866043
"397",5.13566561420664,1.98445031995533,7.7997916305323,0.0149353418640891
"398",4.40810935090372,2.81729119210011,9.24831681333227,0.0149353418640891
"399",6.54506529110922,1.22623147604559,4.49792802799124,0.0149353418640891
"400",6.07403843444528,1.30666335788916,5.76605417876852,0.0149353418640891
"401",4.63393176837698,2.3564073296275,8.81390754244394,0.0149353418640891
"402",5.49429702461881,2.44802198491519,6.42716641683996,0.0149353418640891
"403",6.92187802606177,1.03074864433461,3.09409311186241,0.0149353418640891
"404",8.32554352995657,0.500966368958254,-1.85797017711894,0.0747002617866043
"405",8.43421085993081,2.23886628979285,-4.25873617158292,0.0747002617866043
"406",8.32185037977048,2.16513365390671,-5.60559816569034,0.0747002617866043
"407",8.36892865337727,3.94721727324037,-8.71069082044596,0.0747002617866043
